,Field,Dataset,Product,Obj__Id,Moisture__,Yield
2352,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2352,28.6,295.4876
2353,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2353,28.5,284.9052
2354,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2354,28.5,271.0131
2355,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2355,28.9,264.359
2356,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2356,30.4,238.8374
2357,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2357,30.1,244.8609
2358,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2358,29.2,225.3106
2359,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2359,28.1,243.8189
2360,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2360,28.5,239.921
2361,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2361,30.5,233.5677
2362,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2362,30.9,248.1701
2363,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2363,29,256.9627
2364,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2364,28.7,247.2033
2365,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2365,28.6,254.5577
2366,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2366,29.9,269.6483
2367,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2367,31.2,236.6025
2368,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2368,30.5,250.8637
2369,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2369,29.4,253.0937
2370,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2370,29,274.9886
2371,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2371,29.1,259.7531
2372,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2372,29.3,268.7103
2373,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2373,30.6,275.5015
2374,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2374,29.8,281.3942
2375,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2375,29.1,292.848
2376,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2376,29.3,274.7921
2377,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2377,29.4,289.0937
2378,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2378,28.7,283.5632
2379,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2379,29.9,294.8036
2380,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2380,30.8,294.1684
2381,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2381,29.4,293.3561
2382,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2382,28.5,302.7761
2383,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2383,27.7,299.9062
2384,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2384,28.6,314.3761
2385,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2385,28.3,302.5303
2386,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2386,28.1,310.58
2387,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2387,27.5,304.5843
2388,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2388,27.9,314.3734
2389,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2389,29,290.5974
2390,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2390,28.4,274.1055
2391,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2391,27.5,266.6372
2392,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2392,27,261.7608
2393,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2393,26.9,266.001
2394,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2394,26.9,235.2187
2395,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2395,28.7,239.9308
2396,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2396,29.5,233.686
2397,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2397,27.1,261.408
2398,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2398,26.3,260.2641
2399,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2399,26.8,256.7674
2400,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2400,29,241.0404
2401,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2401,29.9,217.283
2402,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2402,28.3,229.4421
2403,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2403,28.1,224.6864
2404,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2404,28,236.2528
2405,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2405,30.7,217.7741
2406,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2406,31.6,206.9837
2407,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2407,29.4,229.5333
2408,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2408,28.7,225.8739
2409,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2409,28.9,241.3317
2410,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2410,30.6,224.783
2411,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2411,31.9,241.146
2412,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2412,31.1,237.0741
2413,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2413,29.2,242.3336
2414,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2414,28.6,225.3661
2415,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2415,30,205.1447
2416,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2416,31.3,218.6136
2417,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2417,32.1,206.1264
2418,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2418,30.2,224.7297
2419,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2419,29,197.7735
2420,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2420,30.8,229.4928
2421,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2421,32.3,220.2941
2422,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2422,30.9,233.1572
2423,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2423,30.6,226.7474
2424,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2424,30.3,230.498
2425,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2425,30.8,246.223
2426,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2426,31.9,237.6341
2427,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2427,30.6,269.6203
2428,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2428,29.1,279.2238
2429,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2429,30.5,296.2357
2430,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2430,30.4,287.2068
2431,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2431,29.3,279.5745
2432,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2432,28.8,284.9446
2433,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2433,30.1,293.4001
2434,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2434,31.3,284.8088
2435,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2435,30.2,292.1165
2436,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2436,29.7,299.7462
2437,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2437,29.1,276.5661
2438,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2438,29,289.4761
2439,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2439,28.8,281.2303
2440,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2440,28,296.4038
2441,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2441,28.6,300.6006
2442,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2442,28.3,288.2581
2443,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2443,30.2,273.0221
2444,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2444,29.7,244.4729
2445,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2445,28.6,256.5833
2446,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2446,28.9,240.1329
2447,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2447,28.9,259.5135
2448,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2448,29.9,229.9459
2449,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2449,31.5,240.0244
2450,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2450,31.1,234.9058
2451,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2451,29.9,245.0322
2452,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2452,29.4,221.8168
2453,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2453,29.9,217.7332
2454,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2454,31.4,230.609
2455,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2455,31.1,217.6235
2456,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2456,29.6,246.9157
2457,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2457,29.5,234.5561
2458,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2458,30,233.4126
2459,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2459,30.9,226.1357
2460,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2460,31.7,224.8271
2461,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2461,31,231.1961
2462,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2462,30,250.0307
2463,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2463,30.1,254.7824
2464,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2464,30.1,248.3585
2465,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2465,31.3,251.1253
2466,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2466,30.1,256.5486
2467,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2467,30.1,253.8113
2468,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2468,29.3,266.3651
2469,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2469,29.2,256.8997
2470,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2470,29.7,263.3559
2471,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2471,31.3,248.4854
2472,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2472,31.2,236.0828
2473,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2473,30,231.7251
2474,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2474,29.8,254.8427
2475,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2475,28.8,246.1881
2476,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2476,28.8,246.499
2477,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2477,28.8,215.6866
2478,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2478,28.8,197.7127
2479,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2479,30.5,141.9129
2480,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2480,31.2,118.2529
2481,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2481,30.8,55.417
2482,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2482,30.8,55.417
2483,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2483,30.8,55.214
2484,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2484,29.1,15.1469
2485,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2485,29.1,15.1692
2486,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2486,29.1,17.6974
2487,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2487,29.1,17.6974
2488,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2488,31.4,17.924
2489,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2489,31.7,45.1176
2490,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2490,31.7,11.2794
2491,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2491,31.7,11.2131
2492,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2492,32.4,44.0182
2493,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2493,32.9,90.6574
2494,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2494,33.1,90.7493
2495,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2495,30.7,116.9681
2496,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2496,28.6,132.0897
2497,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2497,29.4,147.6642
2498,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2498,30.8,154.0289
2499,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2499,31.4,185.299
2500,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2500,30.3,184.9068
2501,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2501,29.9,211.9391
2502,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2502,30.4,247.826
2503,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2503,30.4,247.826
2504,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2504,30.4,242.9347
2505,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2505,30.4,243.9071
2506,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2506,30.4,243.9071
2507,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2507,30.4,243.9071
2508,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2508,30.4,243.9071
2509,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2509,32.1,233.7312
2510,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2510,32.1,233.7312
2511,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2511,32.1,204.5148
2512,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2512,32.1,200.8086
2513,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2513,32.3,202.5568
2514,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2514,30.5,213.7181
2515,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2515,30.7,214.2547
2516,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2516,30.6,219.7224
2517,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2517,31.1,196.899
2518,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2518,30.8,200.742
2519,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2519,30.6,211.7617
2520,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2520,31.6,197.9967
2521,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2521,33,190.5353
2522,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2522,31.5,196.933
2523,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2523,30.9,212.3105
2524,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2524,30.7,211.3483
2525,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2525,31,227.1836
2526,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2526,30.6,241.02
2527,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2527,31.1,224.0691
2528,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2528,30.1,238.7112
2529,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2529,30,235.3633
2530,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2530,30.4,246.429
2531,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2531,30.3,223.4953
2532,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2532,30.5,235.622
2533,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2533,30.6,219.7637
2534,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2534,30.2,219.8477
2535,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2535,30.3,211.4053
2536,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2536,30.2,203.9065
2537,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2537,31.3,193.7364
2538,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2538,32.2,171.434
2539,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2539,31.6,172.6908
2540,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2540,31,139.6777
2541,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2541,30.2,89.2797
2542,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2542,31.5,24.5553
2543,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2543,32.4,20.8323
2544,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2544,32.7,43.2588
2545,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2545,33.2,64.9284
2546,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2546,31.4,97.2864
2547,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2547,30.2,121.5701
2548,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2548,30.6,144.154
2549,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2549,32.1,149.605
2550,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2550,32.6,169.083
2551,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2551,30.1,196.4503
2552,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2552,30,212.5216
2553,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2553,30.4,214.9991
2554,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2554,30.7,233.7148
2555,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2555,32.4,234.172
2556,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2556,30.7,239.7454
2557,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2557,30.8,247.6953
2558,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2558,30.6,247.9266
2559,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2559,30.5,261.7629
2560,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2560,31.4,243.8928
2561,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2561,31.4,233.8333
2562,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2562,29.7,238.7098
2563,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2563,30.3,243.7394
2564,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2564,29.7,245.6846
2565,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2565,31.1,208.6159
2566,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2566,31.5,202.2908
2567,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2567,30.9,187.1241
2568,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2568,29.9,206.7643
2569,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2569,30.3,187.8878
2570,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2570,31.8,187.5407
2571,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2571,32.5,180.0081
2572,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2572,30.6,186.9282
2573,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2573,30.3,190.2436
2574,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2574,30.5,182.4343
2575,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2575,32,187.5675
2576,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2576,32.8,157.2538
2577,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2577,32.3,166.6942
2578,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2578,31.4,174.799
2579,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2579,30.9,195.5836
2580,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2580,31,198.1915
2581,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2581,32.3,205.7391
2582,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2582,32.9,209.9392
2583,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2583,31.7,214.8073
2584,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2584,30.4,246.1251
2585,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2585,29.6,245.4762
2586,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2586,29.2,266.3967
2587,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2587,29.5,239.0755
2588,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2588,30.2,223.2861
2589,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2589,31.7,211.7544
2590,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2590,31.7,211.9602
2591,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2591,31.7,209.1151
2592,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2592,31.5,198.1745
2593,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2593,30.2,204.6286
2594,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2594,29.5,197.1853
2595,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2595,29.7,197.2301
2596,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2596,29.7,190.0797
2597,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2597,31.6,199.6866
2598,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2598,31.2,186.5163
2599,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2599,30.3,195.5614
2600,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2600,29.8,192.4767
2601,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2601,29.4,194.4611
2602,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2602,31.4,196.5898
2603,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2603,30.8,187.3274
2604,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2604,29.4,209.3549
2605,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2605,29.4,194.6817
2606,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2606,30.1,205.673
2607,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2607,30.7,191.1343
2608,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2608,31.8,202.2492
2609,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2609,31.6,196.3443
2610,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2610,30.3,189.8537
2611,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2611,30.1,186.7446
2612,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2612,30.3,168.9909
2613,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2613,30.8,186.8546
2614,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2614,31.7,175.3509
2615,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2615,30.5,179.9995
2616,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2616,30.7,176.9769
2617,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2617,30.5,177.2431
2618,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2618,29.4,178.6652
2619,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2619,31.2,153.5934
2620,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2620,32.3,116.4914
2621,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2621,33.1,42.0389
2622,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2622,31.1,11.4184
2623,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2623,33.6,19.3219
2624,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2624,33.9,45.8504
2625,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2625,34.3,53.8636
2626,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2626,34.5,66.8268
2627,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2627,31.5,87.83
2628,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2628,30.6,119.4512
2629,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2629,31.7,120.266
2630,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2630,32.1,107.5055
2631,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,2631,31.1,125.0164
